Date, ALMANYA, ARNAVUTLUK, AVUSTURYA, BELCIKA, BOSNAHERSEK, BULGARISTAN, CEKCUMHURIYETI, DANIMARKA, ESTONYA, FINLANDIYA, FRANSA, GKIBRIS, HIRVATISTAN, HOLLANDA, INGILTERE, IRLANDA, ISPANYA, ISVEC, ISVICRE, ITALYA, IZLANDA, KARADAG, KOSOVA, LETONYA, LITVANYA, LUKSEMBURG, MACARISTAN, MAKEDONYA, MALTA, NORVEC, POLONYA, PORTEKIZ, ROMANYA, SIRBISTAN, SLOVAKYA, SLOVENYA, YUNANISTAN, DAVRUPA, AVRUPATOP, AZERBAYCAN, BELARUS, ERMENISTAN, GURCISTAN, KAZAKISTAN, KIRGIZISTAN, MOLDOVACUM, OZBEKISTAN, RUSYA, TACIKISTAN, TURKMENISTAN, UKRAYNA, BDTTOPLAM, ABD, ARJANTIN, BREZILYA, KANADA, KOLOMBIYA, MEKSIKA, SILI, VENEZUELLA, DAMERIKA, AMERIKATOP, CEZAYIR, FAS, GAFRIKA, LIBYA, MISIR, SUDAN, TUNUS, DAFRIKA, AFRIKATOP, BAE, BAHREYN, BANGLADES, CIN, ENDONEZYA, FILIPINLER, GKORE, HINDISTAN, IRAK, IRAN, ISRAIL, JAPONYA, KKTC, KATAR, KUVEYT, LUBNAN, MALEZYA, PAKISTAN, SINGAPUR, SURIYE, SUUDARABISTAN, TAYLAND, URDUN, YEMEN, DASYA, ASYATOP, AVUSTRALYA, YENIZELLANDA, OKYANUSYA, MILLIYESIZ, GTOPLAM
2008-11-01,28909200.0,370800.0,2546600.0,2359500.0,443700.0,10483000.0,419900.0,758500.0,123300.0,449200.0,5530900.0,41500.0,228400.0,3782500.0,7238600.0,334300.0,1620100.0,1808300.0,1416900.0,3404300.0,13100.0,0.0,0.0,241200.0,309200.0,39900.0,427600.0,1008500.0,28800.0,625600.0,637600.0,173800.0,2141400.0,962200.0,225200.0,167400.0,4012600.0,16100.0,83299700.0,3945400.0,348700.0,520600.0,8188400.0,1027800.0,443200.0,646600.0,667600.0,6687100.0,189800.0,877000.0,2105800.0,25648000.0,5685600.0,92300.0,200700.0,1017600.0,28200.0,177900.0,46500.0,35100.0,249900.0,7533800.0,578400.0,287500.0,100700.0,506800.0,427600.0,62600.0,465700.0,243300.0,2672600.0,49200.0,36300.0,35000.0,593900.0,119300.0,249500.0,764800.0,474100.0,2042100.0,9518500.0,2508100.0,1067800.0,1149600.0,11800.0,58400.0,423600.0,222800.0,284300.0,225900.0,3167600.0,165700.0,77300.0,407200.0,40500.0,622100.0,24315400.0,695600.0,94500.0,5000.0,165900.0,144430500.0
2008-12-01,14388600.0,383300.0,1450000.0,1135800.0,374000.0,13166100.0,225600.0,467300.0,43700.0,205400.0,2631100.0,43400.0,164900.0,2576900.0,3593600.0,144300.0,1117700.0,777300.0,888700.0,1775900.0,4600.0,0.0,0.0,147400.0,131400.0,21500.0,235000.0,883400.0,11300.0,408900.0,379400.0,120700.0,1630300.0,778900.0,102600.0,114800.0,3837300.0,6800.0,54367900.0,3919800.0,184000.0,481500.0,9178600.0,809600.0,537600.0,731600.0,716500.0,4650100.0,199600.0,965800.0,1302100.0,23676800.0,2407400.0,34900.0,108600.0,426600.0,27100.0,80800.0,15700.0,36400.0,148200.0,3285700.0,322900.0,272200.0,99600.0,317800.0,468200.0,38500.0,369700.0,189300.0,2078200.0,212100.0,39400.0,19300.0,569500.0,137400.0,188000.0,414100.0,325100.0,1783400.0,5719300.0,2032000.0,881100.0,1401100.0,27400.0,122100.0,253300.0,408800.0,280600.0,343000.0,3715600.0,236200.0,53700.0,400600.0,23200.0,352300.0,19938600.0,419400.0,62700.0,1000.0,137000.0,103967400.0
2009-01-01,15896900.0,298700.0,2124100.0,1255700.0,275600.0,10251900.0,246600.0,502500.0,42400.0,233500.0,3132800.0,35400.0,212500.0,2876200.0,3599200.0,202800.0,933200.0,852800.0,1042900.0,2613200.0,13000.0,22900.0,49300.0,106100.0,90500.0,11300.0,232100.0,556500.0,11000.0,334500.0,438300.0,130700.0,739200.0,1291800.0,102600.0,146100.0,2822500.0,12200.0,53739500.0,2804300.0,212500.0,244500.0,6687000.0,615100.0,292100.0,506900.0,366900.0,3754200.0,109000.0,905200.0,1370600.0,17868300.0,2365900.0,81100.0,146200.0,367600.0,21900.0,49700.0,18800.0,27000.0,373000.0,3451200.0,477500.0,285700.0,84000.0,296200.0,240000.0,31300.0,363200.0,133700.0,1911600.0,104200.0,21600.0,16000.0,556900.0,71500.0,143400.0,606700.0,224400.0,1482600.0,2757500.0,728800.0,938800.0,1053300.0,20900.0,57700.0,259400.0,153700.0,138900.0,108600.0,2739600.0,111800.0,66800.0,279200.0,17500.0,383100.0,13042900.0,453000.0,58500.0,600.0,134600.0,90660200.0
2009-02-01,13101700.0,279100.0,1652000.0,1056900.0,257400.0,9753500.0,276900.0,569100.0,33300.0,253200.0,2925700.0,44500.0,192500.0,2444200.0,3337100.0,156900.0,796200.0,701400.0,1028100.0,1660100.0,6800.0,32400.0,77800.0,107500.0,97500.0,15600.0,209500.0,590400.0,15300.0,348500.0,480900.0,123200.0,1564700.0,602600.0,142300.0,133800.0,2471000.0,7300.0,47546900.0,2962500.0,280100.0,312900.0,8443800.0,927400.0,338400.0,493600.0,499700.0,3205600.0,129400.0,736800.0,1464200.0,19794400.0,1705300.0,57500.0,122100.0,305700.0,7900.0,33100.0,36700.0,13600.0,135300.0,2417200.0,428800.0,251000.0,62400.0,291800.0,534600.0,35100.0,294500.0,187000.0,2085200.0,41100.0,34300.0,20000.0,385300.0,44200.0,164400.0,516400.0,228100.0,1538100.0,3073600.0,722500.0,953200.0,1634600.0,18600.0,156600.0,231500.0,138300.0,117900.0,89000.0,2394700.0,202600.0,37500.0,313400.0,26500.0,305900.0,13388300.0,320100.0,40100.0,800.0,118400.0,85711400.0
2009-03-01,19810100.0,352000.0,2181500.0,1505500.0,320200.0,11847600.0,354800.0,843700.0,43000.0,502200.0,3638500.0,79600.0,237500.0,3134000.0,4441400.0,219200.0,1700500.0,1015700.0,1211400.0,2271200.0,10200.0,32800.0,123300.0,159300.0,144700.0,21300.0,260000.0,613300.0,16500.0,628600.0,618600.0,198400.0,1626600.0,760900.0,159600.0,130800.0,4604300.0,12900.0,65831700.0,2975200.0,258300.0,259800.0,8135300.0,671000.0,311500.0,551300.0,479000.0,3365100.0,141400.0,919200.0,1500100.0,19567200.0,2861000.0,63100.0,149700.0,582900.0,19900.0,90900.0,28200.0,25700.0,166200.0,3987600.0,510700.0,468000.0,106200.0,347700.0,452800.0,68200.0,547500.0,268600.0,2769700.0,75200.0,30300.0,31300.0,485700.0,95400.0,201900.0,556200.0,387000.0,1967400.0,13258000.0,940500.0,1133900.0,1176700.0,16300.0,96300.0,391100.0,190200.0,187300.0,101600.0,2833300.0,198000.0,130600.0,372100.0,37500.0,386600.0,25280400.0,317500.0,58800.0,900.0,132100.0,117945900.0
2009-04-01,27619900.0,371300.0,2845400.0,3893400.0,373600.0,12943600.0,497100.0,1522500.0,86500.0,1171000.0,7254200.0,58600.0,277400.0,5182500.0,9839200.0,479200.0,3399700.0,1775200.0,2085700.0,4599900.0,43200.0,49500.0,140500.0,202500.0,308500.0,79500.0,370000.0,931500.0,29500.0,1073300.0,918200.0,395900.0,2174500.0,884800.0,263200.0,188200.0,5723800.0,14000.0,100066500.0,2911900.0,398500.0,327300.0,8290100.0,814300.0,256500.0,669000.0,435900.0,4673700.0,187000.0,909700.0,2253200.0,22127100.0,3981200.0,119100.0,268800.0,831500.0,61600.0,149400.0,38900.0,61000.0,264500.0,5776000.0,748200.0,572400.0,176100.0,479800.0,478200.0,66700.0,409000.0,255300.0,3185700.0,81000.0,48400.0,27600.0,568600.0,247200.0,341100.0,730300.0,401100.0,1871700.0,9115400.0,2202000.0,1129100.0,1408400.0,20800.0,127500.0,642900.0,189900.0,206500.0,126900.0,2907700.0,282300.0,144700.0,519200.0,46300.0,432900.0,23819500.0,1009500.0,299700.0,1000.0,184400.0,156469400.0
2009-05-01,33671500.0,410900.0,3251200.0,5168000.0,428100.0,15696700.0,853700.0,2537900.0,429700.0,1593000.0,9700100.0,65600.0,275400.0,16016400.0,22966700.0,1254500.0,2834600.0,4654100.0,2354900.0,6491200.0,57300.0,284900.0,155400.0,429400.0,997200.0,77900.0,592300.0,904700.0,26600.0,2173800.0,3333500.0,409700.0,2694000.0,582600.0,339500.0,375200.0,5102300.0,15000.0,149205500.0,3280000.0,1540800.0,394600.0,11502200.0,1270600.0,315300.0,1209600.0,510900.0,24303500.0,201000.0,862200.0,7571300.0,52962000.0,6019000.0,233200.0,575000.0,1532100.0,73700.0,202900.0,83600.0,91000.0,284400.0,9094900.0,685800.0,471900.0,214500.0,432400.0,429900.0,87300.0,465100.0,246900.0,3033800.0,64900.0,49200.0,27700.0,579400.0,303400.0,439900.0,779400.0,615400.0,2141300.0,10246100.0,1692300.0,1245600.0,1503800.0,22300.0,121200.0,500900.0,260600.0,236300.0,179700.0,3073800.0,349700.0,118700.0,563800.0,48600.0,554500.0,25718500.0,1119300.0,345200.0,1200.0,183600.0,241664000.0
2009-06-01,42523700.0,454300.0,4209500.0,5483000.0,572800.0,15529600.0,2452900.0,2856900.0,555700.0,1799700.0,7709600.0,110700.0,299000.0,9709500.0,32249200.0,1733100.0,3596600.0,5036000.0,2372500.0,7603200.0,109700.0,60500.0,248400.0,542200.0,1136700.0,88300.0,891400.0,974900.0,27300.0,3398200.0,6010600.0,515500.0,4841000.0,763400.0,1157200.0,372400.0,5539000.0,26600.0,173560800.0,3675200.0,2494500.0,486000.0,11166900.0,3249000.0,361200.0,1493600.0,577600.0,46719700.0,164100.0,930900.0,8381000.0,79699700.0,7976200.0,238000.0,555300.0,1434600.0,90100.0,162100.0,86000.0,106200.0,748700.0,11397200.0,605100.0,490500.0,250500.0,520500.0,402300.0,118300.0,466700.0,364100.0,3218000.0,136500.0,46400.0,36500.0,513100.0,249400.0,340900.0,714200.0,584100.0,2167600.0,13393600.0,2640000.0,1132800.0,1546800.0,24600.0,175200.0,406600.0,342500.0,212100.0,251100.0,3365900.0,289200.0,68100.0,967800.0,54400.0,600800.0,30260200.0,1329400.0,250500.0,2600.0,235700.0,299954100.0
2009-07-01,49915900.0,818300.0,8201900.0,9810900.0,773500.0,15766400.0,3150600.0,6762000.0,557100.0,1756600.0,9194100.0,400700.0,288200.0,12068700.0,35969600.0,2014300.0,4868000.0,6487000.0,3940900.0,7550200.0,108400.0,436200.0,414800.0,522000.0,1330900.0,109700.0,1371200.0,1365100.0,42500.0,5784900.0,9440700.0,558000.0,5518600.0,1236600.0,1863100.0,771400.0,6192500.0,41800.0,217403300.0,4581700.0,2812400.0,841400.0,7651400.0,4271900.0,369300.0,1580300.0,797700.0,48404100.0,181700.0,1085700.0,9118700.0,81696300.0,8491500.0,180300.0,687200.0,1763500.0,142800.0,417800.0,82800.0,94800.0,887100.0,12747800.0,1012200.0,823200.0,345400.0,653400.0,790700.0,104300.0,586100.0,324000.0,4639300.0,452400.0,246200.0,30900.0,562900.0,245300.0,338600.0,1009400.0,499300.0,3445300.0,17363700.0,4028400.0,1202600.0,2667100.0,100200.0,646000.0,1022000.0,182100.0,284700.0,114500.0,4315200.0,1109300.0,63900.0,1752500.0,87100.0,793800.0,42563400.0,1784000.0,285600.0,4700.0,430400.0,361554800.0
2009-08-01,79679200.0,1086300.0,14186000.0,14546800.0,646900.0,15413500.0,2931600.0,5718500.0,571100.0,1665700.0,23100100.0,225600.0,488200.0,28156700.0,46468300.0,2224900.0,6531700.0,7049000.0,4589300.0,10318300.0,115300.0,60600.0,458100.0,560000.0,1232300.0,236900.0,1451000.0,1478400.0,58700.0,4922400.0,8223200.0,880000.0,5705800.0,1276100.0,1870400.0,623100.0,8070500.0,53500.0,302874000.0,5352200.0,2454800.0,1380500.0,9089400.0,4659200.0,387500.0,1684600.0,920700.0,51411800.0,222400.0,1129800.0,9361800.0,88054700.0,8079000.0,247800.0,488900.0,2059100.0,69500.0,207400.0,74500.0,174400.0,1177000.0,12577600.0,1548500.0,1041000.0,296900.0,1017100.0,876600.0,93300.0,713300.0,987400.0,6574100.0,603300.0,243700.0,30200.0,524400.0,206500.0,431500.0,1165200.0,425600.0,4371300.0,15325200.0,7640400.0,1394200.0,2892200.0,136800.0,661400.0,1329400.0,130100.0,270200.0,104200.0,4684400.0,2455900.0,47800.0,1703200.0,120000.0,768100.0,47665200.0,2020600.0,241700.0,2200.0,498200.0,460508300.0
2009-09-01,52650000.0,854900.0,6172100.0,7265500.0,472100.0,16169300.0,2969900.0,3293400.0,565800.0,1676600.0,9463300.0,153900.0,332500.0,12742900.0,40780800.0,1778600.0,4852900.0,5540600.0,2599100.0,8285200.0,146600.0,64600.0,295100.0,624200.0,1086800.0,217900.0,1255000.0,796400.0,38800.0,3399400.0,7978800.0,611500.0,6228400.0,1109300.0,1449500.0,466000.0,5759800.0,32000.0,210179500.0,4018600.0,2176200.0,655200.0,8071000.0,2540900.0,402300.0,1288900.0,682100.0,46925700.0,140700.0,1031000.0,7937700.0,75870300.0,7691400.0,329000.0,870800.0,2377000.0,83900.0,280000.0,113600.0,129000.0,766900.0,12641600.0,223100.0,261500.0,322200.0,289300.0,495000.0,48900.0,222200.0,276800.0,2139000.0,100800.0,27200.0,22800.0,561600.0,273700.0,347400.0,775700.0,496300.0,2215300.0,11278500.0,3831000.0,1536900.0,1903000.0,23800.0,176100.0,844000.0,178500.0,152900.0,123400.0,5190100.0,395500.0,73700.0,713800.0,28100.0,553500.0,31823600.0,1750700.0,345600.0,500.0,247000.0,334997800.0
2009-10-01,65138300.0,472000.0,4767900.0,5117300.0,487600.0,13999300.0,1828000.0,3571400.0,607900.0,2306900.0,8748000.0,80900.0,379100.0,15350900.0,33893800.0,1154800.0,3597000.0,5152000.0,5482300.0,6280200.0,145700.0,81600.0,303100.0,589700.0,943000.0,68000.0,981100.0,921300.0,43300.0,3024600.0,3112500.0,427400.0,2603500.0,793100.0,485600.0,407200.0,5818500.0,34800.0,199199600.0,3771400.0,1262000.0,625000.0,7183500.0,1591800.0,467400.0,1057700.0,782600.0,25536600.0,166900.0,1371900.0,5375200.0,49192000.0,9839200.0,323500.0,860300.0,2632400.0,88000.0,273500.0,113900.0,107800.0,570800.0,14809400.0,1137800.0,542000.0,278400.0,853000.0,734900.0,98900.0,544700.0,407900.0,4597600.0,100000.0,46400.0,36800.0,746200.0,179200.0,375300.0,735400.0,539200.0,2910300.0,17899100.0,4501400.0,1536300.0,1511400.0,28900.0,132000.0,686300.0,251400.0,294000.0,201600.0,6620500.0,529900.0,127000.0,648600.0,70100.0,682500.0,41389800.0,1734400.0,312700.0,4900.0,270800.0,311511200.0
