No;Deprem Kodu;Olus tarihi;Olus zamani;Enlem;Boylam;Derinlik;xM;MD;ML;Mw;Ms;Mb;Tip;Yer
1793;2.01707E+13;2017.07.20;23:53:39.91;36.9132;27.5478;6.1;4;0;3.8;4;0;0;Ke;GOKOVA KORFEZI (AKDENIZ)
1794;2.01707E+13;2017.07.20;23:50:15.88;36.9417;27.4347;11.5;4;0;3.8;4;0;0;Ke;GOKOVA KORFEZI (AKDENIZ)
1795;2.01707E+13;2017.07.20;23:45:07.81;36.9423;27.419;8.3;4.1;0;3.8;4.1;0;0;Ke;GOKOVA KORFEZI (AKDENIZ)
1796;2.01707E+13;2017.07.20;23:23:51.44;36.958;27.3103;12.2;4.9;0;4.8;4.9;0;0;Ke;AKYARLAR-BODRUM (MUGLA) [South East  2.2 km]
1797;2.01707E+13;2017.07.20;23:22:18.74;36.8792;27.5783;4;3.6;0;3.6;0;0;0;Ke;GOKOVA KORFEZI (AKDENIZ)
1798;2.01707E+13;2017.07.20;23:14:16.59;36.9168;27.6;7.8;3.8;0;3.8;0;0;0;Ke;GOKOVA KORFEZI (AKDENIZ)
1799;2.01707E+13;2017.07.20;23:11:11.78;36.8823;27.6127;1.5;3.6;0;3.6;0;0;0;Ke;GOKOVA KORFEZI (AKDENIZ)
1800;2.01707E+13;2017.07.20;23:09:08.58;36.8975;27.5877;1.8;3.5;0;3.5;0;0;0;Ke;GOKOVA KORFEZI (AKDENIZ)
1801;2.01707E+13;2017.07.20;23:00:44.58;36.9942;27.4098;9.8;4;0;3.8;4;0;0;Ke;BODRUM (MUGLA) [South West  4.8 km]
1802;2.01707E+13;2017.07.20;22:54:35.54;36.9325;27.5875;8.5;3.8;0;3.8;0;0;0;Ke;GOKOVA KORFEZI (AKDENIZ)
1803;2.01707E+13;2017.07.20;22:52:58.60;36.9503;27.372;9.6;4.5;0;4.5;0;0;0;Ke;GOKOVA KORFEZI (AKDENIZ)
1804;2.01707E+13;2017.07.20;22:50:44.22;36.9088;27.5463;10.3;4;0;4;0;0;0;Ke;GOKOVA KORFEZI (AKDENIZ)
1805;2.01707E+13;2017.07.20;22:48:28.30;36.9293;27.3467;9.2;3.7;0;3.7;0;0;0;Ke;GOKOVA KORFEZI (AKDENIZ)
1806;2.01707E+13;2017.07.20;22:44:19.90;36.9315;27.3987;8;3.6;0;3.6;0;0;0;Ke;GOKOVA KORFEZI (AKDENIZ)
1807;2.01707E+13;2017.07.20;22:40:46.80;36.9243;27.5655;7.2;3.8;0;3.8;0;0;0;Ke;GOKOVA KORFEZI (AKDENIZ)
1808;2.01707E+13;2017.07.20;22:40:04.00;36.9253;27.5825;9;3.5;0;3.5;0;0;0;Ke;GOKOVA KORFEZI (AKDENIZ)
1809;2.01707E+13;2017.07.20;22:39:06.14;36.9255;27.3333;7.6;3.6;0;3.6;0;0;0;Ke;GOKOVA KORFEZI (AKDENIZ)
1810;2.01707E+13;2017.07.20;22:38:03.20;36.9532;27.3862;5.3;3.8;0;3.8;0;0;0;Ke;GOKOVA KORFEZI (AKDENIZ)
1811;2.01707E+13;2017.07.20;22:37:36.54;36.8885;27.6082;5;4.2;0;4.2;0;0;0;Ke;GOKOVA KORFEZI (AKDENIZ)
1812;2.01707E+13;2017.07.20;22:35:12.82;36.9237;27.4462;16.2;3.7;0;3.7;0;0;0;Ke;GOKOVA KORFEZI (AKDENIZ)
1813;2.01707E+13;2017.07.20;22:34:40.17;36.9663;27.4163;5.4;3.7;0;3.7;0;0;0;Ke;GOKOVA KORFEZI (AKDENIZ)
1814;2.01707E+13;2017.07.20;22:34:15.33;36.9298;27.6018;5.5;3.7;0;3.7;0;0;0;Ke;GOKOVA KORFEZI (AKDENIZ)
1815;2.01707E+13;2017.07.20;22:31:09.66;36.9693;27.4057;7.1;6.6;0;6.6;6.6;0;0;Ke;GOKOVA KORFEZI (AKDENIZ)
1816;2.01707E+13;2017.07.20;16:53:45.15;39.5623;26.0135;14.5;3.6;0;3.6;3.5;0;0;Ke;GULPINAR ACIKLARI-CANAKKALE (EGE DENIZI)
1817;2.01707E+13;2017.07.19;04:42:50.46;38.796;27.8067;10.7;4.1;0;4.1;3.9;0;0;Ke;SAZOBA-AKHISAR (MANISA) [East 1.3 km]
1818;2.01707E+13;2017.07.16;23:12:06.41;39.934;40.7452;5;3.5;0;3.3;3.5;0;0;Ke;KUCUKGECIT-ASKALE (ERZURUM) [South West  1.9 km]
1819;2.01707E+13;2017.07.15;10:00:31.30;38.1742;43.2322;2.1;3.5;0;3.3;3.5;0;0;Ke;BOYUNPINAR-CATAK (VAN) [North East  0.2 km]
1820;2.01707E+13;2017.07.13;09:19:05.09;40.537;35.3978;3.6;3.8;0;3.8;3.8;0;0;Ke;KAYI-MECITOZU (CORUM) [North West  3.5 km]
1821;2.01707E+13;2017.07.09;05:08:14.49;38.685;38.0933;5;3.8;0;3.6;3.8;0;0;Ke;AKYAZI-YAZIHAN (MALATYA) [West 2.7 km]
1822;2.01707E+13;2017.07.08;17:48:23.42;38.66;43.1992;5;4;0;4;4;0;0;Ke;MOLLAKASIM- (VAN) [South East  2.1 km]
1823;2.01707E+13;2017.07.08;15:12:45.23;38.4172;26.7085;13.6;3.8;0;3.8;3.8;0;0;Ke;IZMIR KORFEZI (EGE DENIZI)
1824;2.01707E+13;2017.07.08;14:33:27.94;38.8827;26.1053;11.6;3.9;0;3.9;3.9;0;0;Ke;MIDILLI ADASI (EGE DENIZI)
1825;2.01707E+13;2017.07.08;03:27:55.96;38.9938;27.73;13.8;3.5;0;3.5;3.5;0;0;Ke;YATAGAN-AKHISAR (MANISA) [South East  2.8 km]
1826;2.01707E+13;2017.07.07;04:25:15.80;40.4795;34.4438;5;3.5;0;3.4;3.5;0;0;Ke;GOKCEAGAC-UGURLUDAG (CORUM) [West 1.2 km]
1827;2.01707E+13;2017.07.06;07:33:24.84;38.6163;27.6245;5.2;3.9;0;3.7;3.9;0;0;Ke;YESILKOY- (MANISA) [South East  0.9 km]
1828;2.01707E+13;2017.07.05;07:26:05.22;38.6315;27.5883;11;4.2;0;4;4.2;0;0;Ke;CAVUSOGLU- (MANISA) [South East  2.4 km]
1829;2.01707E+13;2017.07.04;06:55:33.39;39.0775;35.9798;5.3;3.7;0;3.5;3.7;0;0;Ke;SARIOGLAN (KAYSERI) [East 1.1 km]
1830;2.01707E+13;2017.07.04;06:21:09.75;40.931;43.924;2.3;4;0;3.8;4;0;0;Ke;AZERBAYCAN
1831;2.01707E+13;2017.07.04;03:36:17.37;38.799;26.4288;8;3.6;0;3.4;3.6;0;0;Ke;EGE DENIZI
1832;2.01707E+13;2017.07.03;13:53:44.17;35.0673;26.692;1.4;4.7;0;4.4;4.7;0;0;Ke;GIRIT ADASI ACIKLARI (AKDENIZ)
1833;2.01707E+13;2017.07.01;04:07:47.59;37.5477;38.4718;14.5;3.7;0;3.6;3.7;0;0;Ke;YARIMBAG-SAMSAT (ADIYAMAN) [South West  1.4 km]
1834;2.01706E+13;2017.06.30;20:49:40.47;35.0648;27.5615;3;3.5;0;3.5;3.4;0;0;Ke;AKDENIZ
1835;2.01706E+13;2017.06.29;06:12:08.41;38.8237;26.4522;5.9;3.5;0;3.5;0;0;0;Ke;EGE DENIZI
1836;2.01706E+13;2017.06.29;02:54:04.95;35.8453;27.9072;58.8;3.5;0;3.2;3.5;0;0;Ke;AKDENIZ
1837;2.01706E+13;2017.06.28;18:59:56.63;36.9278;29.6268;5;3.8;0;3.7;3.8;0;0;Ke;COBANISA-FETHIYE (MUGLA) [South West  5.7 km]
1838;2.01706E+13;2017.06.28;01:49:48.24;38.8817;26.338;9;3.8;0;3.8;3.8;0;0;Ke;EGE DENIZI
1839;2.01706E+13;2017.06.26;05:54:53.16;38.8233;26.46;12.9;4.2;0;4.2;3.9;0;0;Ke;EGE DENIZI
1840;2.01706E+13;2017.06.24;03:21:04.87;38.9272;26.2847;13.8;3.6;0;3.5;3.6;0;0;Ke;EGE DENIZI
1841;2.01706E+13;2017.06.23;04:12:58.78;38.8285;26.4725;13.5;4;0;4;3.8;0;0;Ke;EGE DENIZI
1842;2.01706E+13;2017.06.22;08:56:33.66;38.6553;27.5265;11.3;4.1;0;4.1;4.1;0;0;Ke;YENIMAHMUDIYE- (MANISA) [South East  1.7 km]
1843;2.01706E+13;2017.06.22;06:56:16.31;35.0593;26.7232;7.8;4;0;3.7;4;0;0;Ke;GIRIT ADASI ACIKLARI (AKDENIZ)
1844;2.01706E+13;2017.06.22;06:46:56.56;38.8297;26.4815;10.8;3.5;0;3.5;3.4;0;0;Ke;EGE DENIZI
1845;2.01706E+13;2017.06.22;04:53:03.19;38.8715;26.3687;15;4.1;0;4.1;3.9;0;0;Ke;EGE DENIZI
1846;2.01706E+13;2017.06.22;02:48:52.40;38.8265;26.4687;15;5;0;5;4.8;0;0;Ke;EGE DENIZI
1847;2.01706E+13;2017.06.20;03:13:32.86;38.9663;26.262;8.2;3.9;0;3.8;3.9;0;0;Ke;MIDILLI ADASI (EGE DENIZI)
1848;2.01706E+13;2017.06.18;07:13:24.52;38.8642;26.3613;13.1;3.6;0;3.5;3.6;0;0;Ke;EGE DENIZI
1849;2.01706E+13;2017.06.18;01:46:21.90;38.8347;26.457;12.5;3.7;0;3.6;3.7;0;0;Ke;EGE DENIZI
1850;2.01706E+13;2017.06.17;23:12:47.50;38.8523;26.429;14.4;3.8;0;3.6;3.8;0;0;Ke;EGE DENIZI
1851;2.01706E+13;2017.06.17;20:16:15.75;38.8843;26.4563;11.7;4;0;4;3.9;0;0;Ke;EGE DENIZI
1852;2.01706E+13;2017.06.17;20:01:50.68;38.7758;26.5043;6.5;3.5;0;3.5;0;0;0;Ke;EGE DENIZI
1853;2.01706E+13;2017.06.17;20:00:06.60;38.8642;26.4972;9.7;3.8;0;3.8;0;0;0;Ke;EGE DENIZI
1854;2.01706E+13;2017.06.17;19:50:04.47;38.8508;26.4465;12.7;5.6;0;5.6;5.4;0;0;Ke;EGE DENIZI
1855;2.01706E+13;2017.06.17;19:37:30.53;38.8858;26.0895;13.7;3.6;0;3.6;3.6;0;0;Ke;MIDILLI ADASI (EGE DENIZI)
1856;2.01706E+13;2017.06.17;19:33:32.46;38.837;26.4623;14;4.4;0;4.4;4.3;0;0;Ke;EGE DENIZI
1857;2.01706E+13;2017.06.17;03:40:36.85;38.9183;26.2433;12.7;4.8;0;4.8;4.6;0;0;Ke;EGE DENIZI
1858;2.01706E+13;2017.06.17;00:21:46.01;38.8365;26.4422;11.2;3.5;0;3.5;3.3;0;0;Ke;EGE DENIZI
1859;2.01706E+13;2017.06.16;13:25:49.60;38.7977;26.4152;5;4.4;0;4.4;4.2;0;0;Ke;EGE DENIZI
1860;2.01706E+13;2017.06.16;09:46:17.87;38.2672;26.4415;7.8;4.1;0;4;4.1;0;0;Ke;KARAKOY-CESME (IZMIR) [South West  3.8 km]
1861;2.01706E+13;2017.06.16;05:59:22.19;38.8803;26.2137;7.5;3.9;0;3.9;3.8;0;0;Ke;EGE DENIZI
1862;2.01706E+13;2017.06.16;04:38:22.44;38.8828;26.4733;2;3.5;0;3.5;3.5;0;0;Ke;EGE DENIZI
1863;2.01706E+13;2017.06.16;01:01:06.90;38.8457;26.4715;9.6;3.9;0;3.9;3.7;0;0;Ke;EGE DENIZI
1864;2.01706E+13;2017.06.16;00:27:26.84;38.8375;26.4332;10.7;3.6;0;3.6;3.5;0;0;Ke;EGE DENIZI
1865;2.01706E+13;2017.06.15;10:37:03.50;38.9048;26.2273;13.7;4.2;0;4.2;3.8;0;0;Ke;EGE DENIZI
1866;2.01706E+13;2017.06.14;22:45:47.50;38.8533;26.4287;10.3;3.7;0;3.6;3.7;0;0;Ke;EGE DENIZI
1867;2.01706E+13;2017.06.14;20:51:24.44;38.9265;26.2032;11.6;3.6;0;3.6;3.6;0;0;Ke;MIDILLI ADASI (EGE DENIZI)
1868;2.01706E+13;2017.06.14;20:35:14.67;38.9858;26.2772;9.3;3.7;0;3.6;3.7;0;0;Ke;MIDILLI ADASI (EGE DENIZI)
1869;2.01706E+13;2017.06.14;04:35:54.16;38.8483;26.3423;15.7;4.2;0;4.2;4;0;0;Ke;EGE DENIZI
1870;2.01706E+13;2017.06.14;04:24:14.39;38.9255;26.2288;13.2;3.7;0;3.6;3.7;0;0;Ke;EGE DENIZI
1871;2.01706E+13;2017.06.13;19:09:28.39;38.8657;26.2902;8.9;3.7;0;3.7;3.7;0;0;Ke;EGE DENIZI
1872;2.01706E+13;2017.06.13;05:16:26.49;38.7912;26.4653;9.3;3.7;0;3.7;3.7;0;0;Ke;EGE DENIZI
1873;2.01706E+13;2017.06.13;03:19:57.80;38.8388;26.3982;10.2;4.1;0;4;4.1;0;0;Ke;EGE DENIZI
1874;2.01706E+13;2017.06.13;03:05:35.43;38.8745;26.3;12.1;3.7;0;3.6;3.7;0;0;Ke;EGE DENIZI
1875;2.01706E+13;2017.06.13;01:29:21.17;38.884;26.3878;15.1;3.5;0;3.3;3.5;0;0;Ke;EGE DENIZI
1876;2.01706E+13;2017.06.13;00:23:52.24;38.8547;26.3052;9.2;3.7;0;3.5;3.7;0;0;Ke;EGE DENIZI
1877;2.01706E+13;2017.06.12;23:29:21.53;38.8873;26.3235;9.7;3.6;0;3.5;3.6;0;0;Ke;EGE DENIZI
1878;2.01706E+13;2017.06.12;22:35:08.72;38.9327;26.4435;15.6;3.5;0;3.5;3.4;0;0;Ke;MIDILLI ADASI (EGE DENIZI)
1879;2.01706E+13;2017.06.12;19:52:35.56;38.936;26.2888;19.4;3.8;0;3.6;3.8;0;0;Ke;EGE DENIZI
1880;2.01706E+13;2017.06.12;19:48:40.51;39.0013;26.2978;13.9;3.7;0;3.5;3.7;0;0;Ke;MIDILLI ADASI (EGE DENIZI)
1881;2.01706E+13;2017.06.12;18:29:28.03;38.8237;26.3188;11.2;4;0;3.8;4;0;0;Ke;EGE DENIZI
1882;2.01706E+13;2017.06.12;18:25:41.52;38.8965;26.1522;24.1;4.2;0;4.2;4;0;0;Ke;MIDILLI ADASI (EGE DENIZI)
1883;2.01706E+13;2017.06.12;17:34:30.71;38.8322;26.3652;9.9;3.8;0;3.8;3.8;0;0;Ke;EGE DENIZI
1884;2.01706E+13;2017.06.12;16:30:14.91;38.8327;26.336;9.6;4.2;0;4.2;4.1;0;0;Ke;EGE DENIZI
1885;2.01706E+13;2017.06.12;16:16:22.65;38.7792;26.356;9.7;3.8;0;3.7;3.8;0;0;Ke;EGE DENIZI
1886;2.01706E+13;2017.06.12;15:25:02.18;38.8797;26.2488;16.8;4;0;4;4;0;0;Ke;EGE DENIZI
1887;2.01706E+13;2017.06.12;14:47:07.07;38.8615;26.3617;9.5;3.6;0;3.5;3.6;0;0;Ke;EGE DENIZI
1888;2.01706E+13;2017.06.12;14:41:13.26;38.8815;26.3022;9.6;3.6;0;3.6;3.6;0;0;Ke;EGE DENIZI
1889;2.01706E+13;2017.06.12;14:19:46.88;38.8498;26.3388;15.3;4.4;0;4.4;4.2;0;0;Ke;EGE DENIZI
1890;2.01706E+13;2017.06.12;13:57:00.66;38.909;26.2133;12.5;3.8;0;3.7;3.8;0;0;Ke;EGE DENIZI
1891;2.01706E+13;2017.06.12;13:53:15.26;38.9397;26.2847;9.6;3.5;0;3.4;3.5;0;0;Ke;EGE DENIZI
1892;2.01706E+13;2017.06.12;13:42:24.77;38.8302;26.3123;13.5;3.6;0;3.6;0;0;0;Ke;EGE DENIZI
1893;2.01706E+13;2017.06.12;13:10:13.56;38.9117;26.2815;10.8;3.5;0;3.5;0;0;0;Ke;EGE DENIZI
1894;2.01706E+13;2017.06.12;13:07:07.96;38.894;26.1123;10.3;3.6;0;3.6;3.5;0;0;Ke;MIDILLI ADASI (EGE DENIZI)
1895;2.01706E+13;2017.06.12;12:47:26.35;38.8768;26.2742;10;3.8;0;3.8;3.8;0;0;Ke;EGE DENIZI
1896;2.01706E+13;2017.06.12;12:45:15.41;38.8877;26.3575;3.8;3.5;0;3.2;3.5;0;0;Ke;EGE DENIZI
1897;2.01706E+13;2017.06.12;12:38:52.94;38.5847;27.028;16.3;3.5;0;3.3;3.5;0;0;Ke;MENEMEN (IZMIR) [South West  4.6 km]
1898;2.01706E+13;2017.06.12;12:35:33.13;38.8642;26.3445;7.9;3.9;0;3.9;0;0;0;Ke;EGE DENIZI
1899;2.01706E+13;2017.06.12;12:32:51.63;38.7205;26.22;7.8;3.6;0;3.6;0;0;0;Ke;SALMAN ACIKLARI-IZMIR (EGE DENIZI)
1900;2.01706E+13;2017.06.12;12:31:39.98;38.969;26.1517;13.9;4.3;0;4.3;0;0;0;Ke;MIDILLI ADASI (EGE DENIZI)
1901;2.01706E+13;2017.06.12;12:28:37.53;38.8468;26.3252;14.4;6.3;0;6.3;6.1;0;0;Ke;EGE DENIZI
1902;2.01706E+13;2017.06.10;08:51:45.69;40.0637;35.7013;4.7;4;0;4;4;0;0;Ke;KOZDERE-ZILE (TOKAT) [South East  4.1 km]
1903;2.01706E+13;2017.06.04;17:04:53.70;38.3548;26.6102;9.6;3.5;0;3.5;3.2;0;0;Ke;BARBAROS-URLA (IZMIR) [North East  4.6 km]
1904;2.01706E+13;2017.06.01;07:47:31.34;38.3692;27.7648;10.4;3.6;0;3.6;3.6;0;0;Ke;DAGYENIKOY-TURGUTLU (MANISA) [South West  4.0 km]
1905;2.01705E+13;2017.05.31;13:49:08.13;39.6492;38.1427;7.7;3.5;0;3.5;3.4;0;0;Ke;KALEDIBI-DIVRIGI (SIVAS) [North East  5.0 km]
1906;2.01705E+13;2017.05.30;12:29:28.21;35.6128;31.371;54.4;4.1;0;4.1;3.8;0;0;Ke;AKDENIZ
1907;2.01705E+13;2017.05.29;22:28:47.72;38.7437;27.7825;8.8;3.8;0;3.8;3.8;0;0;Ke;KUMKUYUCAK-SARUHANLI (MANISA) [West 3.7 km]
1908;2.01705E+13;2017.05.28;11:16:33.91;38.7637;27.7952;4.3;3.6;0;3.4;3.6;0;0;Ke;KUMKUYUCAK-SARUHANLI (MANISA) [North West  3.2 km]
1909;2.01705E+13;2017.05.28;11:04:58.57;38.7272;27.7738;8.7;4.9;0;4.6;4.9;0;0;Ke;LUTFIYE-SARUHANLI (MANISA) [South East  4.5 km]
1910;2.01705E+13;2017.05.28;08:49:47.63;38.7598;27.8038;8.3;4.3;0;4.2;4.3;0;0;Ke;KUMKUYUCAK-SARUHANLI (MANISA) [North West  2.3 km]
1911;2.01705E+13;2017.05.28;08:06:23.93;38.762;27.8498;8.1;3.8;0;3.7;3.8;0;0;Ke;KUMKUYUCAK-SARUHANLI (MANISA) [North East  2.7 km]
1912;2.01705E+13;2017.05.28;07:34:01.18;38.7462;27.7828;6;4.3;0;4;4.3;0;0;Ke;KUMKUYUCAK-SARUHANLI (MANISA) [West 3.7 km]
1913;2.01705E+13;2017.05.28;04:38:19.48;38.7375;27.7935;10.6;4.5;0;4.5;4.5;0;0;Ke;KUMKUYUCAK-SARUHANLI (MANISA) [South West  2.9 km]
1914;2.01705E+13;2017.05.28;03:03:11.28;38.7345;27.837;9.5;3.7;0;3.4;3.7;0;0;Ke;TIYENLI-GOLMARMARA (MANISA) [South East  0.5 km]
1915;2.01705E+13;2017.05.28;03:02:00.36;38.6902;27.7908;7.2;4.1;0;3.8;4.1;0;0;Ke;HEYBELI-SARUHANLI (MANISA) [North East  3.2 km]
1916;2.01705E+13;2017.05.28;02:52:55.50;38.7425;27.793;10.9;4.9;0;4.7;4.9;0;0;Ke;KUMKUYUCAK-SARUHANLI (MANISA) [South West  2.8 km]
1917;2.01705E+13;2017.05.28;02:50:25.59;38.72;27.7845;9.4;4.8;0;4.7;4.8;0;0;Ke;KUMKUYUCAK-SARUHANLI (MANISA) [South West  4.6 km]
1918;2.01705E+13;2017.05.28;02:42:08.84;38.7068;27.7908;6.9;3.5;0;3.4;3.5;0;0;Ke;DEYNEKLER-GOLMARMARA (MANISA) [West 4.1 km]
1919;2.01705E+13;2017.05.28;02:16:41.13;38.7505;27.8447;7.8;4.4;0;4;4.4;0;0;Ke;TIYENLI-GOLMARMARA (MANISA) [North East  1.6 km]
1920;2.01705E+13;2017.05.28;02:14:58.75;38.733;27.7947;10.1;4.4;0;4.3;4.4;0;0;Ke;KUMKUYUCAK-SARUHANLI (MANISA) [South West  3.1 km]
1921;2.01705E+13;2017.05.27;15:53:23.18;38.739;27.8297;11.8;5.3;0;5.3;5.1;0;0;Ke;TIYENLI-GOLMARMARA (MANISA) [West 0.5 km]
1922;2.01705E+13;2017.05.26;16:13:10.61;37.1008;28.6565;5;3.7;0;3.6;3.7;0;0;Ke;KAVAKCALI-ULA (MUGLA) [South East  1.3 km]
1923;2.01705E+13;2017.05.26;03:38:57.47;36.8982;29.0172;5;3.6;0;3.5;3.6;0;0;Ke;TASBASI-DALAMAN (MUGLA) [North East  1.8 km]
1924;2.01705E+13;2017.05.26;03:27:24.42;36.8802;29.0323;1.3;3.7;0;3.7;0;0;0;Ke;TASBASI-DALAMAN (MUGLA) [South East  2.7 km]
1925;2.01705E+13;2017.05.25;02:58:50.33;38.668;38.1433;5;4.1;0;3.9;4.1;0;0;Ke;BOZTEPE-YAZIHAN (MALATYA) [South West  2.0 km]
1926;2.01705E+13;2017.05.20;11:11:52.23;35.3982;27.6185;14.4;3.5;0;3.5;3.5;0;0;Ke;AKDENIZ
1927;2.01705E+13;2017.05.20;11:06:14.01;35.5688;27.5282;26.4;4.4;0;4.4;4.4;0;0;Ke;AKDENIZ
1928;2.01705E+13;2017.05.20;11:05:00.31;39.7798;39.4897;5;4.3;0;4;4.3;0;0;Ke;KURUTILEK- (ERZINCAN) [North West  0.5 km]
1929;2.01705E+13;2017.05.20;09:12:26.94;35.2357;26.5948;3.2;4.2;0;3.9;4.2;0;0;Ke;GIRIT ADASI (AKDENIZ)
1930;2.01705E+13;2017.05.20;09:10:53.32;35.2215;26.5742;5;4.1;0;3.7;4.1;0;0;Ke;GIRIT ADASI (AKDENIZ)
1931;2.01705E+13;2017.05.19;22:39:32.58;35.1878;27.1903;22.7;3.6;0;3.5;3.6;0;0;Ke;AKDENIZ
1932;2.01705E+13;2017.05.17;13:02:03.58;35.5687;28.442;22.3;4;0;4;3.7;0;0;Ke;AKDENIZ
1933;2.01705E+13;2017.05.17;11:30:32.36;36.0635;27.4542;7.7;5.2;0;5.2;4.9;0;0;Ke;AKDENIZ
1934;2.01705E+13;2017.05.15;11:34:00.96;35.9148;31.0372;9.7;3.6;0;3.5;3.6;0;0;Ke;AKDENIZ
1935;2.01705E+13;2017.05.15;03:46:18.95;35.3907;32.3832;84.3;3.5;0;3.5;3.4;0;0;Ke;AKDENIZ
1936;2.01705E+13;2017.05.15;02:48:40.48;37.5047;35.6663;2.1;3.6;0;3.5;3.6;0;0;Ke;POSTKABASAKAL-KOZAN (ADANA) [North 2.0 km]
1937;2.01705E+13;2017.05.12;15:53:56.45;40.734;38.5417;5.6;3.5;0;3.5;3.4;0;0;Ke;ICMESU-DERELI (GIRESUN) [South East  2.8 km]
1938;2.01705E+13;2017.05.12;05:55:43.33;37.8718;27.0505;7;4.2;0;4.1;4.2;0;0;Ke;KUSADASI KORFEZI (EGE DENIZI)
1939;2.01705E+13;2017.05.11;21:46:35.72;40.0697;40.7207;5;3.9;0;3.8;3.9;0;0;Ke;HALILKAYA-AZIZIYE (ERZURUM) [South East  3.5 km]
1940;2.01705E+13;2017.05.11;21:06:46.81;40.1802;37.0282;4.3;3.8;0;3.6;3.8;0;0;Ke;MESCITKOY-ALMUS (TOKAT) [South West  5.0 km]
1941;2.01705E+13;2017.05.11;17:57:59.95;40.0655;40.7108;5;5.1;0;5.1;4.8;0;0;Ke;HALILKAYA-AZIZIYE (ERZURUM) [South East  3.3 km]
1942;2.01705E+13;2017.05.11;06:13:26.40;38.2097;36.847;5;3.7;0;3.7;3.7;0;0;Ke;KOTURE-AFSIN (KAHRAMANMARAS) [North East  1.5 km]
1943;2.01705E+13;2017.05.10;15:12:09.42;35.2073;27.1303;14.8;3.8;0;3.7;3.8;0;0;Ke;AKDENIZ
1944;2.01705E+13;2017.05.09;11:07:24.44;41.2628;44.0622;5.3;3.8;0;3.6;3.8;0;0;Ke;AZERBAYCAN
1945;2.01705E+13;2017.05.08;13:19:16.91;40.5792;35.2568;5;3.6;0;3.5;3.6;0;0;Ke;BEYOZU-MECITOZU (CORUM) [North West  1.3 km]
1946;2.01705E+13;2017.05.08;08:47:17.89;37.8713;27.131;12.4;4.3;0;4.3;4.1;0;0;Ke;KUSADASI KORFEZI (EGE DENIZI)
1947;2.01705E+13;2017.05.07;17:03:36.04;40.5602;35.2537;5;3.9;0;3.7;3.9;0;0;Ke;ELMAPINAR-MECITOZU (CORUM) [East 1.4 km]
1948;2.01705E+13;2017.05.07;16:00:53.67;36.4872;42.1045;5;4;0;4;3.7;0;0;Ke;SURIYE
1949;2.01705E+13;2017.05.07;13:44:13.91;40.5802;35.2582;5;3.5;0;3.5;3.4;0;0;Ke;BEYOZU-MECITOZU (CORUM) [North West  1.3 km]
1950;2.01705E+13;2017.05.04;07:15:46.49;36.9908;36.0547;9.3;3.8;0;3.8;3.8;0;0;Ke;TURUNCLU-ERZIN (HATAY) [North East  4.2 km]
1951;2.01705E+13;2017.05.03;23:57:17.97;36.9115;43.3267;5;4.1;0;3.9;4.1;0;0;Ke;IRAK
1952;2.01705E+13;2017.05.03;13:53:24.72;35.4013;26.816;8.1;4.1;0;4.1;3.9;0;0;Ke;GIRIT ADASI (AKDENIZ)
1953;2.01705E+13;2017.05.03;04:09:48.74;37.0963;28.6595;5;3.6;0;3.2;3.6;0;0;Ke;KAVAKCALI-ULA (MUGLA) [South East  1.8 km]
1954;2.01705E+13;2017.05.02;22:47:28.20;35.4243;26.797;5;4.1;0;4.1;3.9;0;0;Ke;GIRIT ADASI (AKDENIZ)
1955;2.01705E+13;2017.05.02;20:38:05.72;37.5652;38.5267;8.9;3.8;0;3.6;3.8;0;0;Ke;KOVANOLUK-SAMSAT (ADIYAMAN) [South West  1.5 km]
1956;2.01705E+13;2017.05.01;21:29:27.03;38.2953;42.9093;5.5;3.8;0;3.6;3.8;0;0;Ke;BAGLAMA-GEVAS (VAN) [South West  0.4 km]
1957;2.01705E+13;2017.05.01;18:09:04.65;38.288;42.9207;5.4;3.8;0;3.8;0;0;0;Ke;KAZANC-GEVAS (VAN) [North 1.1 km]
1958;2.01705E+13;2017.05.01;16:30:41.02;38.2942;42.8993;5.1;4.4;0;4;4.4;0;0;Ke;BAGLAMA-GEVAS (VAN) [South West  1.2 km]
1959;2.01705E+13;2017.05.01;10:01:36.69;40.0088;26.851;5.3;3.5;0;3.5;3.5;0;0;Ke;SERBETLI-CAN (CANAKKALE) [South West  1.0 km]
1960;2.01705E+13;2017.05.01;02:23:09.78;38.72;43.497;5;3.9;0;3.5;3.9;0;0;Ke;AKCAOREN- (VAN) [South 1.3 km]
1961;2.01704E+13;2017.04.29;10:39:12.89;38.8403;40.1588;7.5;3.6;0;3.6;3.6;0;0;Ke;ASAGIDEMIRCI-KOVANCILAR (ELAZIG) [South East  1.7 km]
1962;2.01704E+13;2017.04.29;02:09:53.50;37.0133;28.1702;5;3.9;0;3.7;3.9;0;0;Ke;GOKOVA KORFEZI (AKDENIZ)
1963;2.01704E+13;2017.04.28;13:54:23.90;36.7132;26.9617;138.3;3.5;0;3.5;3.3;0;0;Ke;KOS ADASI (AKDENIZ)
1964;2.01704E+13;2017.04.27;09:51:00.08;37.574;38.4917;3.1;4.2;0;3.9;4.2;0;0;Ke;SAMSAT (ADIYAMAN) [South East  1.0 km]
